sensor_id,timestamp,location_id,pH,turbidity,TDS,DO,flow_rate,pressure,alert_flag,contamination_target,leak_target,hour,day,month,day_of_week,is_weekend,is_ph_normal,high_turbidity,high_tds,low_do,flow_pressure_ratio,water_quality_score,pressure_category_Medium,pressure_category_High,flow_category_Medium,flow_category_High
SNS-LOCB02-002,2025-05-12 00:30:00+00:00,ZONE-B,7.09,1.22,223.27,7.68,14.8,347.07,normal,0,0,0,12,5,0,0,1,0,0,0,0.04252018272186629,7.795459999999999,False,False,False,False
SNS-LOCC01-001,2025-05-12 00:30:00+00:00,ZONE-C,7.12,1.81,267.28,8.15,11.61,346.53,normal,0,0,0,12,5,0,0,1,0,0,0,0.03340718786867321,7.686440000000001,False,False,False,False
SNS-LOCC02-002,2025-05-12 00:30:00+00:00,ZONE-C,7.3,1.19,230.77,8.32,15.45,357.73,normal,0,0,0,12,5,0,0,1,0,0,0,0.04306860312770049,8.01096,False,False,False,False
SNS-LOCA01-001,2025-05-12 00:45:00+00:00,ZONE-A,6.97,1.38,200.35,7.61,14.04,355.06,normal,0,0,0,12,5,0,0,1,0,0,0,0.03943155647924507,7.747800000000001,False,False,False,False
SNS-LOCA02-002,2025-05-12 00:45:00+00:00,ZONE-A,7.35,2.24,223.91,7.62,13.67,360.5,normal,0,0,0,12,5,0,0,1,0,0,0,0.03781466113416321,7.60218,False,False,False,False
SNS-LOCB01-001,2025-05-12 00:45:00+00:00,ZONE-B,7.41,1.72,210.93,8.26,15.6,333.52,leak_suspected,0,1,0,12,5,0,0,1,0,0,0,0.04663398302044721,7.936139999999998,False,False,False,False
SNS-LOCB02-002,2025-05-12 00:45:00+00:00,ZONE-B,7.43,0.82,235.89,8.2,13.99,353.68,normal,0,0,0,12,5,0,0,1,0,0,0,0.03944400586444119,8.102219999999999,False,False,False,False
SNS-LOCC01-001,2025-05-12 00:45:00+00:00,ZONE-C,7.14,2.47,194.55,8.07,12.81,342.21,normal,0,0,0,12,5,0,0,1,0,0,0,0.037324087293493784,7.6529,False,False,False,False
SNS-LOCC02-002,2025-05-12 00:45:00+00:00,ZONE-C,7.3,2.14,228.32,7.48,12.19,334.25,normal,0,0,0,12,5,0,0,1,0,0,0,0.03636092468307233,7.568359999999999,False,False,False,False
SNS-LOCA01-001,2025-05-12 01:00:00+00:00,ZONE-A,7.21,1.27,220.31,8.53,12.75,351.6,normal,0,0,1,12,5,0,0,1,0,0,0,0.03615995462280204,8.037379999999999,False,False,False,False
SNS-LOCA02-002,2025-05-12 01:00:00+00:00,ZONE-A,6.95,2.28,234.52,8.28,13.79,346.91,normal,0,0,1,12,5,0,0,1,0,0,0,0.03963668764910465,7.615960000000001,False,False,False,False
SNS-LOCB01-001,2025-05-12 01:00:00+00:00,ZONE-B,7.1,1.32,221.5,7.43,13.13,327.68,leak_suspected,0,1,1,12,5,0,0,1,0,0,0,0.039947669465741756,7.7145,False,False,False,False
SNS-LOCB02-002,2025-05-12 01:00:00+00:00,ZONE-B,7.37,1.32,232.6,8.78,13.45,351.41,normal,0,0,1,12,5,0,0,1,0,0,0,0.03816577282142958,8.1108,False,False,False,False
SNS-LOCC01-001,2025-05-12 01:00:00+00:00,ZONE-C,7.23,1.22,212.66,8.07,14.52,345.66,normal,0,0,1,12,5,0,0,1,0,0,0,0.04188542087347833,7.95618,False,False,False,False
SNS-LOCC02-002,2025-05-12 01:00:00+00:00,ZONE-C,7.17,1.96,213.53,7.28,13.8,358.77,normal,0,0,1,12,5,0,0,1,0,0,0,0.03835783973093922,7.55394,False,False,False,False
SNS-LOCA01-001,2025-05-12 01:15:00+00:00,ZONE-A,7.2,1.15,198.73,7.71,12.91,365.09,normal,0,0,1,12,5,0,0,1,0,0,0,0.03526455243246197,7.902540000000001,False,False,False,False
SNS-LOCA02-002,2025-05-12 01:15:00+00:00,ZONE-A,7.52,1.34,208.59,7.84,14.16,343.29,normal,0,0,1,12,5,0,0,1,0,0,0,0.041128118737111155,7.963819999999999,False,False,False,False
SNS-LOCB01-001,2025-05-12 01:15:00+00:00,ZONE-B,7.15,1.84,221.27,7.5,16.42,335.18,leak_suspected,0,1,1,12,5,0,0,1,0,0,0,0.048842881789517525,7.61746,False,False,False,False
SNS-LOCB02-002,2025-05-12 01:15:00+00:00,ZONE-B,7.12,1.24,218.55,7.28,12.91,350.05,normal,0,0,1,12,5,0,0,1,0,0,0,0.036775388121350235,7.708900000000001,False,False,False,False
SNS-LOCC01-001,2025-05-12 01:15:00+00:00,ZONE-C,7.44,1.32,197.99,8.08,12.56,341.92,normal,0,0,1,12,5,0,0,1,0,0,0,0.03662661845328356,8.02602,False,False,False,False
SNS-LOCC02-002,2025-05-12 01:15:00+00:00,ZONE-C,7.3,0.76,210.0,8.05,12.2,348.63,normal,0,0,1,12,5,0,0,1,0,0,0,0.03489403083259446,8.092500000000001,False,False,False,False
SNS-LOCA01-001,2025-05-12 01:30:00+00:00,ZONE-A,7.19,1.72,225.25,8.12,12.66,349.03,normal,0,0,1,12,5,0,0,1,0,0,0,0.03616832842899181,7.8065,False,False,False,False
SNS-LOCA02-002,2025-05-12 01:30:00+00:00,ZONE-A,7.33,1.86,204.72,8.14,13.57,342.02,normal,0,0,1,12,5,0,0,1,0,0,0,0.03956037548830972,7.85956,False,False,False,False
SNS-LOCB01-001,2025-05-12 01:30:00+00:00,ZONE-B,7.15,1.12,239.28,8.19,14.23,328.76,leak_suspected,0,1,1,12,5,0,0,1,0,0,0,0.04315259582726832,7.93394,False,False,False,False
SNS-LOCB02-002,2025-05-12 01:30:00+00:00,ZONE-B,7.24,1.32,200.79,7.73,13.46,358.46,normal,0,0,1,12,5,0,0,1,0,0,0,0.03744505647359929,7.872920000000001,False,False,False,False
SNS-LOCC01-001,2025-05-12 01:30:00+00:00,ZONE-C,7.32,1.15,222.39,7.97,13.48,341.95,normal,0,0,1,12,5,0,0,1,0,0,0,0.039306021285901736,7.95622,False,False,False,False
SNS-LOCC02-002,2025-05-12 01:30:00+00:00,ZONE-C,7.28,1.23,235.67,8.38,13.82,342.94,normal,0,0,1,12,5,0,0,1,0,0,0,0.04018142699308019,8.000160000000001,False,False,False,False
SNS-LOCA01-001,2025-05-12 01:45:00+00:00,ZONE-A,7.26,0.8,217.77,7.42,13.76,342.59,normal,0,0,1,12,5,0,0,1,0,0,0,0.040047731307663204,7.897460000000001,False,False,False,False
SNS-LOCA02-002,2025-05-12 01:45:00+00:00,ZONE-A,7.32,1.6,217.2,8.43,15.58,346.22,normal,0,0,1,12,5,0,0,1,0,0,0,0.0448706871723979,7.9691,False,False,False,False
SNS-LOCB01-001,2025-05-12 01:45:00+00:00,ZONE-B,7.32,1.49,209.91,8.35,16.28,327.26,leak_suspected,0,1,1,12,5,0,0,1,0,0,0,0.049594833363797,7.99118,False,False,False,False
SNS-LOCB02-002,2025-05-12 01:45:00+00:00,ZONE-B,7.45,1.48,215.39,7.64,14.06,348.57,normal,0,0,1,12,5,0,0,1,0,0,0,0.04022084274966387,7.84422,False,False,False,False
SNS-LOCC01-001,2025-05-12 01:45:00+00:00,ZONE-C,7.16,2.06,224.91,7.4,13.94,345.12,normal,0,0,1,12,5,0,0,1,0,0,0,0.04027504911591356,7.53318,False,False,False,False
SNS-LOCC02-002,2025-05-12 01:45:00+00:00,ZONE-C,7.23,1.3,203.75,8.36,10.67,351.15,normal,0,0,1,12,5,0,0,1,0,0,0,0.030299588243646175,8.026499999999999,False,False,False,False
SNS-LOCA01-001,2025-05-12 02:00:00+00:00,ZONE-A,7.17,2.16,218.37,8.36,12.53,360.17,normal,0,0,2,12,5,0,0,1,0,0,0,0.03469280394274164,7.76426,False,False,False,False
SNS-LOCA02-002,2025-05-12 02:00:00+00:00,ZONE-A,6.85,1.66,240.83,7.78,13.85,364.55,normal,0,0,2,12,5,0,0,1,0,0,0,0.037888113801121594,7.60334,False,False,False,False
SNS-LOCB01-001,2025-05-12 02:00:00+00:00,ZONE-B,7.05,0.51,252.52,8.02,13.33,369.67,leak_suspected,0,1,2,12,5,0,0,1,0,0,0,0.03596190681738473,7.98746,False,False,False,False
SNS-LOCB02-002,2025-05-12 02:00:00+00:00,ZONE-B,7.24,0.9,238.36,8.78,12.07,351.83,normal,0,0,2,12,5,0,0,1,0,0,0,0.034209109202732194,8.16528,False,False,False,False
SNS-LOCC01-001,2025-05-12 02:00:00+00:00,ZONE-C,7.13,0.83,200.71,8.08,12.32,335.43,normal,0,0,2,12,5,0,0,1,0,0,0,0.03661980203905716,8.05008,False,False,False,False
SNS-LOCC02-002,2025-05-12 02:00:00+00:00,ZONE-C,6.84,1.51,176.72,7.58,14.52,336.6,normal,0,0,2,12,5,0,0,1,0,0,0,0.043009478672985775,7.716060000000001,False,False,False,False
SNS-LOCA01-001,2025-05-12 02:15:00+00:00,ZONE-A,7.18,0.93,206.36,8.18,13.7,368.13,normal,0,0,2,12,5,0,0,1,0,0,0,0.037114295776555686,8.05378,False,False,False,False
SNS-LOCA02-002,2025-05-12 02:15:00+00:00,ZONE-A,7.27,1.04,222.28,7.75,11.88,352.66,normal,0,0,2,12,5,0,0,1,0,0,0,0.03359158513826839,7.913939999999999,False,False,False,False
SNS-LOCB01-001,2025-05-12 02:15:00+00:00,ZONE-B,7.14,1.97,203.78,7.47,17.33,336.48,leak_suspected,0,1,2,12,5,0,0,1,0,0,0,0.051351191181699646,7.609439999999999,False,False,False,False
SNS-LOCB02-002,2025-05-12 02:15:00+00:00,ZONE-B,7.57,1.79,207.95,7.76,14.27,354.5,normal,0,0,2,12,5,0,0,1,0,0,0,0.04014064697609001,7.8476,False,False,False,False
SNS-LOCC01-001,2025-05-12 02:15:00+00:00,ZONE-C,6.9,1.61,202.08,8.1,14.27,357.15,normal,0,0,2,12,5,0,0,1,0,0,0,0.03984364093257015,7.78834,False,False,False,False
SNS-LOCC02-002,2025-05-12 02:15:00+00:00,ZONE-C,7.09,1.66,239.92,7.98,11.47,362.31,normal,0,0,2,12,5,0,0,1,0,0,0,0.03157083482425477,7.7271600000000005,False,False,False,False
SNS-LOCA01-001,2025-05-12 02:30:00+00:00,ZONE-A,7.08,1.66,233.95,7.52,13.91,343.07,normal,0,0,2,12,5,0,0,1,0,0,0,0.040427819920365045,7.621099999999999,False,False,False,False
SNS-LOCA02-002,2025-05-12 02:30:00+00:00,ZONE-A,7.22,1.6,215.51,8.1,12.48,354.02,normal,0,0,2,12,5,0,0,1,0,0,0,0.0351529491296265,7.85998,False,False,False,False
SNS-LOCB01-001,2025-05-12 02:30:00+00:00,ZONE-B,7.39,1.71,223.12,8.1,14.91,333.38,leak_suspected,0,1,2,12,5,0,0,1,0,0,0,0.044589987439440155,7.868259999999999,False,False,False,False
SNS-LOCB02-002,2025-05-12 02:30:00+00:00,ZONE-B,7.28,1.22,219.76,7.92,14.07,363.27,normal,0,0,2,12,5,0,0,1,0,0,0,0.0386251955966728,7.91948,False,False,False,False
SNS-LOCC01-001,2025-05-12 02:30:00+00:00,ZONE-C,7.17,1.74,239.54,7.96,13.2,336.83,normal,0,0,2,12,5,0,0,1,0,0,0,0.0390729064914306,7.72692,False,False,False,False
SNS-LOCC02-002,2025-05-12 02:30:00+00:00,ZONE-C,7.18,1.82,213.82,7.94,12.55,357.22,normal,0,0,2,12,5,0,0,1,0,0,0,0.03503433644129306,7.75636,False,False,False,False
SNS-LOCA01-001,2025-05-12 02:45:00+00:00,ZONE-A,7.08,1.94,235.93,8.39,14.69,363.79,normal,0,0,2,12,5,0,0,1,0,0,0,0.040269744236409985,7.76464,False,False,False,False
SNS-LOCA02-002,2025-05-12 02:45:00+00:00,ZONE-A,7.1,1.65,220.79,9.23,12.38,347.33,normal,0,0,2,12,5,0,0,1,0,0,0,0.03554100996181782,8.08342,False,False,False,False
SNS-LOCB01-001,2025-05-12 02:45:00+00:00,ZONE-B,7.53,1.46,217.25,8.88,14.75,332.18,leak_suspected,0,1,2,12,5,0,0,1,0,0,0,0.0442703643676091,8.1795,False,False,False,False
SNS-LOCB02-002,2025-05-12 02:45:00+00:00,ZONE-B,7.3,0.8,189.9,7.67,17.15,347.07,normal,0,0,2,12,5,0,0,1,0,0,0,0.049271698221622084,8.027700000000001,False,False,False,False
SNS-LOCC01-001,2025-05-12 02:45:00+00:00,ZONE-C,7.08,1.26,205.45,8.18,13.17,347.78,normal,0,0,2,12,5,0,0,1,0,0,0,0.03776019267159814,7.9431,False,False,False,False
SNS-LOCC02-002,2025-05-12 02:45:00+00:00,ZONE-C,6.89,1.09,228.92,7.55,14.05,358.85,normal,0,0,2,12,5,0,0,1,0,0,0,0.039044046130332084,7.7241599999999995,False,False,False,False
SNS-LOCA01-001,2025-05-12 03:00:00+00:00,ZONE-A,7.36,1.09,229.26,7.78,14.58,357.93,normal,0,0,3,12,5,0,0,1,0,0,0,0.04062073384782548,7.9219800000000005,False,False,False,False
SNS-LOCA02-002,2025-05-12 03:00:00+00:00,ZONE-A,7.07,1.8,207.27,8.04,12.04,345.72,normal,0,0,3,12,5,0,0,1,0,0,0,0.034725426857406545,7.7664599999999995,False,False,False,False
SNS-LOCB01-001,2025-05-12 03:00:00+00:00,ZONE-B,7.31,1.6,229.84,7.41,14.76,343.55,normal,0,0,3,12,5,0,0,1,0,0,0,0.04283848498040923,7.68582,False,False,False,False
SNS-LOCB02-002,2025-05-12 03:00:00+00:00,ZONE-B,7.37,2.04,239.63,7.99,14.31,342.55,normal,0,0,3,12,5,0,0,1,0,0,0,0.04165332557124145,7.719239999999999,False,False,False,False
SNS-LOCC01-001,2025-05-12 03:00:00+00:00,ZONE-C,6.97,2.26,215.2,8.23,12.5,355.06,normal,0,0,3,12,5,0,0,1,0,0,0,0.035106442734370615,7.6531,False,False,False,False
SNS-LOCC02-002,2025-05-12 03:00:00+00:00,ZONE-C,7.38,2.13,212.78,7.72,14.07,340.54,normal,0,0,3,12,5,0,0,1,0,0,0,0.04119576037945775,7.6859399999999996,False,False,False,False
SNS-LOCA01-001,2025-05-12 03:15:00+00:00,ZONE-A,7.17,1.29,242.91,7.82,14.13,340.78,normal,0,0,3,12,5,0,0,1,0,0,0,0.041342383989700984,7.79768,False,False,False,False
SNS-LOCA02-002,2025-05-12 03:15:00+00:00,ZONE-A,7.38,1.07,233.35,7.66,15.13,336.19,normal,0,0,3,12,5,0,0,1,0,0,0,0.0448708443310893,7.894800000000001,False,False,False,False
SNS-LOCB01-001,2025-05-12 03:15:00+00:00,ZONE-B,7.28,1.62,204.16,7.93,14.69,357.98,normal,0,0,3,12,5,0,0,1,0,0,0,0.04092149980500306,7.85318,False,False,False,False
SNS-LOCB02-002,2025-05-12 03:15:00+00:00,ZONE-B,7.19,2.2,204.55,8.37,14.24,350.49,normal,0,0,3,12,5,0,0,1,0,0,0,0.04051324362001764,7.7904,False,False,False,False
SNS-LOCC01-001,2025-05-12 03:15:00+00:00,ZONE-C,6.98,2.06,224.33,7.47,15.91,335.04,normal,0,0,3,12,5,0,0,1,0,0,0,0.04734555410070229,7.497839999999999,False,False,False,False
SNS-LOCC02-002,2025-05-12 03:15:00+00:00,ZONE-C,7.13,1.67,219.97,7.82,13.71,355.16,normal,0,0,3,12,5,0,0,1,0,0,0,0.03849393530997305,7.73656,False,False,False,False
SNS-LOCA01-001,2025-05-12 03:30:00+00:00,ZONE-A,7.18,1.39,223.01,8.01,16.35,357.96,normal,0,0,3,12,5,0,0,1,0,0,0,0.04554825050144864,7.86298,False,False,False,False
SNS-LOCA02-002,2025-05-12 03:30:00+00:00,ZONE-A,7.13,1.55,238.3,8.23,14.5,344.29,normal,0,0,3,12,5,0,0,1,0,0,0,0.04199368646644849,7.832400000000001,False,False,False,False
SNS-LOCB01-001,2025-05-12 03:30:00+00:00,ZONE-B,7.14,1.09,229.43,7.98,13.29,357.39,normal,0,0,3,12,5,0,0,1,0,0,0,0.0370825078824744,7.905640000000001,False,False,False,False
SNS-LOCB02-002,2025-05-12 03:30:00+00:00,ZONE-B,7.37,1.83,222.47,8.37,15.69,351.98,normal,0,0,3,12,5,0,0,1,0,0,0,0.044450110487846334,7.901059999999999,False,False,False,False
SNS-LOCC01-001,2025-05-12 03:30:00+00:00,ZONE-C,6.98,2.13,218.04,7.92,14.97,354.64,normal,0,0,3,12,5,0,0,1,0,0,0,0.042093127882128,7.6054200000000005,False,False,False,False
SNS-LOCC02-002,2025-05-12 03:30:00+00:00,ZONE-C,7.15,1.88,240.63,7.17,14.88,353.06,normal,0,0,3,12,5,0,0,1,0,0,0,0.04202677512286054,7.4862400000000004,False,False,False,False
SNS-LOCA01-001,2025-05-12 03:45:00+00:00,ZONE-A,7.24,1.54,218.21,7.86,13.74,342.37,normal,0,0,3,12,5,0,0,1,0,0,0,0.040015144013746104,7.815580000000001,False,False,False,False
SNS-LOCA02-002,2025-05-12 03:45:00+00:00,ZONE-A,7.14,1.43,233.49,7.89,16.38,345.69,normal,0,0,3,12,5,0,0,1,0,0,0,0.047246819925581926,7.79002,False,False,False,False
SNS-LOCB01-001,2025-05-12 03:45:00+00:00,ZONE-B,7.22,1.5,242.01,7.78,13.16,323.49,normal,0,0,3,12,5,0,0,1,0,0,0,0.04055594933588092,7.7519800000000005,False,False,False,False
SNS-LOCB02-002,2025-05-12 03:45:00+00:00,ZONE-B,7.3,1.46,226.53,8.74,12.78,351.34,normal,0,0,3,12,5,0,0,1,0,0,0,0.03627178293693591,8.056939999999999,False,False,False,False
SNS-LOCC01-001,2025-05-12 03:45:00+00:00,ZONE-C,7.48,1.71,224.8,7.87,15.1,345.51,normal,0,0,3,12,5,0,0,1,0,0,0,0.04357738593402788,7.8344,False,False,False,False
SNS-LOCC02-002,2025-05-12 03:45:00+00:00,ZONE-C,7.24,1.71,239.47,7.01,13.9,346.86,normal,0,0,3,12,5,0,0,1,0,0,0,0.03995860403610648,7.51806,False,False,False,False
SNS-LOCA01-001,2025-05-12 04:00:00+00:00,ZONE-A,7.44,0.77,214.85,7.72,15.8,349.11,normal,0,0,4,12,5,0,0,1,0,0,0,0.045128673845362885,8.0398,False,False,False,False
SNS-LOCA02-002,2025-05-12 04:00:00+00:00,ZONE-A,7.24,1.88,217.12,8.61,13.54,353.63,normal,0,0,4,12,5,0,0,1,0,0,0,0.038180638975833965,7.92026,False,False,False,False
SNS-LOCB01-001,2025-05-12 04:00:00+00:00,ZONE-B,7.3,2.01,245.12,7.14,14.46,357.25,normal,0,0,4,12,5,0,0,1,0,0,0,0.04036287508722959,7.48226,False,False,False,False
SNS-LOCB02-002,2025-05-12 04:00:00+00:00,ZONE-B,7.15,0.75,222.97,7.85,15.49,338.95,normal,0,0,4,12,5,0,0,1,0,0,0,0.045565524341814975,7.97406,False,False,False,False
SNS-LOCC01-001,2025-05-12 04:00:00+00:00,ZONE-C,7.46,1.64,233.15,7.9,15.48,353.47,normal,0,0,4,12,5,0,0,1,0,0,0,0.04367083251050864,7.836699999999999,False,False,False,False
SNS-LOCC02-002,2025-05-12 04:00:00+00:00,ZONE-C,7.2,1.65,247.36,8.62,12.63,338.67,normal,0,0,4,12,5,0,0,1,0,0,0,0.037183148349868994,7.907780000000001,False,False,False,False
SNS-LOCA01-001,2025-05-12 04:15:00+00:00,ZONE-A,7.47,1.33,196.48,8.42,15.51,356.64,normal,0,0,4,12,5,0,0,1,0,0,0,0.04336763225589979,8.12054,False,False,False,False
SNS-LOCA02-002,2025-05-12 04:15:00+00:00,ZONE-A,7.25,0.8,216.49,7.69,16.6,344.04,normal,0,0,4,12,5,0,0,1,0,0,0,0.04811036401576629,7.96452,False,False,False,False
SNS-LOCB01-001,2025-05-12 04:15:00+00:00,ZONE-B,7.4,1.49,194.77,8.39,14.75,359.44,normal,0,0,4,12,5,0,0,1,0,0,0,0.040922206192431476,8.05546,False,False,False,False
SNS-LOCB02-002,2025-05-12 04:15:00+00:00,ZONE-B,7.31,1.25,214.33,8.34,15.19,345.85,normal,0,0,4,12,5,0,0,1,0,0,0,0.0437941473259334,8.03684,False,False,False,False
SNS-LOCC01-001,2025-05-12 04:15:00+00:00,ZONE-C,7.09,2.24,220.66,7.6,16.06,341.75,normal,0,0,4,12,5,0,0,1,0,0,0,0.04685630926331145,7.5256799999999995,False,False,False,False
SNS-LOCC02-002,2025-05-12 04:15:00+00:00,ZONE-C,7.14,1.11,238.71,8.41,12.49,350.78,normal,0,0,4,12,5,0,0,1,0,0,0,0.03550514526124283,7.989579999999999,False,False,False,False
SNS-LOCA01-001,2025-05-12 04:30:00+00:00,ZONE-A,7.38,1.05,234.02,8.58,15.49,352.52,normal,0,0,4,12,5,0,0,1,0,0,0,0.04381647431545599,8.128459999999999,False,False,False,False
SNS-LOCA02-002,2025-05-12 04:30:00+00:00,ZONE-A,6.94,1.22,224.15,8.08,15.27,349.63,normal,0,0,4,12,5,0,0,1,0,0,0,0.04355018110258677,7.848699999999999,False,False,False,False
SNS-LOCB01-001,2025-05-12 04:30:00+00:00,ZONE-B,7.36,1.72,222.99,7.65,15.33,348.75,normal,0,0,4,12,5,0,0,1,0,0,0,0.043831308077198,7.744520000000001,False,False,False,False
SNS-LOCB02-002,2025-05-12 04:30:00+00:00,ZONE-B,7.28,1.91,192.11,7.77,14.86,352.2,normal,0,0,4,12,5,0,0,1,0,0,0,0.04207248018120045,7.76478,False,False,False,False
SNS-LOCC01-001,2025-05-12 04:30:00+00:00,ZONE-C,7.18,1.83,246.67,7.5,14.91,354.28,normal,0,0,4,12,5,0,0,1,0,0,0,0.04196689934699392,7.5781600000000005,False,False,False,False
SNS-LOCC02-002,2025-05-12 04:30:00+00:00,ZONE-C,7.31,1.45,229.36,8.32,15.09,348.49,normal,0,0,4,12,5,0,0,1,0,0,0,0.04317720106440814,7.951779999999999,False,False,False,False
SNS-LOCA01-001,2025-05-12 04:45:00+00:00,ZONE-A,6.97,1.35,223.17,7.88,15.62,344.79,normal,0,0,4,12,5,0,0,1,0,0,0,0.04517192515688712,7.777159999999999,False,False,False,False
SNS-LOCA02-002,2025-05-12 04:45:00+00:00,ZONE-A,7.09,0.99,250.75,7.89,14.47,353.24,normal,0,0,4,12,5,0,0,1,0,0,0,0.040848012646793136,7.8505,False,False,False,False
SNS-LOCB01-001,2025-05-12 04:45:00+00:00,ZONE-B,6.85,0.64,228.03,8.06,17.06,354.94,normal,0,0,4,12,5,0,0,1,0,0,0,0.04792942630780468,7.953939999999999,False,False,False,False
SNS-LOCB02-002,2025-05-12 04:45:00+00:00,ZONE-B,7.16,1.33,239.22,8.7,18.58,350.76,normal,0,0,4,12,5,0,0,1,0,0,0,0.052820104616784165,8.01206,False,False,False,False
SNS-LOCC01-001,2025-05-12 04:45:00+00:00,ZONE-C,7.17,1.36,217.43,7.9,12.69,346.25,normal,0,0,4,12,5,0,0,1,0,0,0,0.03654427645788337,7.851139999999999,False,False,False,False
SNS-LOCC02-002,2025-05-12 04:45:00+00:00,ZONE-C,7.23,1.87,197.95,8.1,15.56,363.13,normal,0,0,4,12,5,0,0,1,0,0,0,0.04273199132178068,7.830599999999999,False,False,False,False
SNS-LOCA01-001,2025-05-12 05:00:00+00:00,ZONE-A,7.23,1.11,218.17,7.4,15.24,353.76,normal,0,0,5,12,5,0,0,1,0,0,0,0.04295861991205322,7.805160000000001,False,False,False,False
SNS-LOCA02-002,2025-05-12 05:00:00+00:00,ZONE-A,7.14,1.54,246.02,8.17,15.02,351.35,normal,0,0,5,12,5,0,0,1,0,0,0,0.04262806868170852,7.807460000000001,False,False,False,False
SNS-LOCB01-001,2025-05-12 05:00:00+00:00,ZONE-B,7.28,1.11,220.36,7.81,15.36,333.53,normal,0,0,5,12,5,0,0,1,0,0,0,0.045915164559232356,7.91828,False,False,False,False
SNS-LOCB02-002,2025-05-12 05:00:00+00:00,ZONE-B,7.36,1.51,208.77,8.05,12.14,349.06,normal,0,0,5,12,5,0,0,1,0,0,0,0.03467976918242587,7.925460000000001,False,False,False,False
SNS-LOCC01-001,2025-05-12 05:00:00+00:00,ZONE-C,7.1,1.83,204.42,7.92,13.27,351.51,normal,0,0,5,12,5,0,0,1,0,0,0,0.03764432214688945,7.74366,False,False,False,False
SNS-LOCC02-002,2025-05-12 05:00:00+00:00,ZONE-C,7.04,1.69,212.25,7.5,16.73,362.63,normal,0,0,5,12,5,0,0,1,0,0,0,0.046008305145340045,7.640000000000001,False,False,False,False
SNS-LOCA01-001,2025-05-12 05:15:00+00:00,ZONE-A,7.1,1.4,213.58,7.9,16.56,368.86,normal,0,0,5,12,5,0,0,1,0,0,0,0.04477369815605904,7.82784,False,False,False,False
SNS-LOCA02-002,2025-05-12 05:15:00+00:00,ZONE-A,7.13,1.38,209.32,8.33,16.24,356.81,normal,0,0,5,12,5,0,0,1,0,0,0,0.04538721667924317,7.95786,False,False,False,False
SNS-LOCB01-001,2025-05-12 05:15:00+00:00,ZONE-B,7.09,1.53,195.07,8.35,16.57,346.58,normal,0,0,5,12,5,0,0,1,0,0,0,0.04767247827838196,7.94186,False,False,False,False
SNS-LOCB02-002,2025-05-12 05:15:00+00:00,ZONE-B,7.08,0.71,216.95,7.83,15.56,347.76,normal,0,0,5,12,5,0,0,1,0,0,0,0.044615208166074095,7.9701,False,False,False,False
SNS-LOCC01-001,2025-05-12 05:15:00+00:00,ZONE-C,6.97,1.1,228.18,7.43,14.21,340.07,normal,0,0,5,12,5,0,0,1,0,0,0,0.04166300172985018,7.71714,False,False,False,False
SNS-LOCC02-002,2025-05-12 05:15:00+00:00,ZONE-C,6.96,1.08,238.64,7.97,17.28,356.43,normal,0,0,5,12,5,0,0,1,0,0,0,0.048345130515065886,7.833219999999999,False,False,False,False
SNS-LOCA01-001,2025-05-12 05:30:00+00:00,ZONE-A,7.33,2.08,221.57,7.86,16.05,353.51,normal,0,0,5,12,5,0,0,1,0,0,0,0.04527375814504528,7.7008600000000005,False,False,False,False
SNS-LOCA02-002,2025-05-12 05:30:00+00:00,ZONE-A,7.39,1.55,233.71,8.09,16.09,348.0,normal,0,0,5,12,5,0,0,1,0,0,0,0.046103151862464185,7.88458,False,False,False,False
SNS-LOCB01-001,2025-05-12 05:30:00+00:00,ZONE-B,7.34,1.67,205.85,7.49,15.81,341.97,normal,0,0,5,12,5,0,0,1,0,0,0,0.046097326296760645,7.7453,False,False,False,False
SNS-LOCB02-002,2025-05-12 05:30:00+00:00,ZONE-B,7.2,1.64,247.96,7.47,13.99,338.68,normal,0,0,5,12,5,0,0,1,0,0,0,0.04118582195007065,7.62158,False,False,False,False
SNS-LOCC01-001,2025-05-12 05:30:00+00:00,ZONE-C,7.11,1.26,195.07,8.54,15.96,341.45,normal,0,0,5,12,5,0,0,1,0,0,0,0.04660534384581691,8.06286,False,False,False,False
SNS-LOCC02-002,2025-05-12 05:30:00+00:00,ZONE-C,6.83,2.09,197.48,8.4,14.48,362.99,normal,0,0,5,12,5,0,0,1,0,0,0,0.03978131267342509,7.731540000000001,False,False,False,False
SNS-LOCA01-001,2025-05-12 05:45:00+00:00,ZONE-A,7.42,1.19,186.74,8.77,16.97,355.6,normal,0,0,5,12,5,0,0,1,0,0,0,0.047588334268087486,8.24752,False,False,False,False
SNS-LOCA02-002,2025-05-12 05:45:00+00:00,ZONE-A,7.34,1.45,185.85,8.07,16.8,339.65,normal,0,0,5,12,5,0,0,1,0,0,0,0.0493174812857772,7.9853000000000005,False,False,False,False
SNS-LOCB01-001,2025-05-12 05:45:00+00:00,ZONE-B,7.33,2.23,202.76,8.56,19.0,349.35,normal,0,0,5,12,5,0,0,1,0,0,0,0.054231482802911374,7.87598,False,False,False,False
SNS-LOCB02-002,2025-05-12 05:45:00+00:00,ZONE-B,7.11,1.71,205.4,7.67,18.32,343.82,normal,0,0,5,12,5,0,0,1,0,0,0,0.05312916884171452,7.712199999999999,False,False,False,False
