sensor_id,timestamp,location_id,pH,turbidity,TDS,DO,flow_rate,pressure,alert_flag,contamination_target,leak_target
SNS-LOCA02-002,2025-05-18 21:00:00+00:00,ZONE-A,6.93,2.46,199.92,8.18,16.75,344.94,normal,0,0
SNS-LOCB01-001,2025-05-18 21:00:00+00:00,ZONE-B,7.14,1.45,229.72,7.95,16.86,347.78,normal,0,0
SNS-LOCB02-002,2025-05-18 21:00:00+00:00,ZONE-B,7.33,1.28,221.8,8.22,17.22,346.97,normal,0,0
SNS-LOCC01-001,2025-05-18 21:00:00+00:00,ZONE-C,7.41,1.27,207.82,7.71,15.51,356.94,normal,0,0
SNS-LOCC02-002,2025-05-18 21:00:00+00:00,ZONE-C,7.16,1.65,224.48,7.87,15.95,347.63,normal,0,0
SNS-LOCA01-001,2025-05-18 21:15:00+00:00,ZONE-A,6.88,1.28,222.63,7.72,15.63,353.61,normal,0,0
SNS-LOCA02-002,2025-05-18 21:15:00+00:00,ZONE-A,7.02,0.97,216.03,8.17,15.31,358.71,normal,0,0
SNS-LOCB01-001,2025-05-18 21:15:00+00:00,ZONE-B,7.4,1.95,217.01,7.71,16.11,353.22,normal,0,0
SNS-LOCB02-002,2025-05-18 21:15:00+00:00,ZONE-B,7.21,1.76,218.28,7.93,15.16,340.07,normal,0,0
SNS-LOCC01-001,2025-05-18 21:15:00+00:00,ZONE-C,7.24,1.62,230.11,7.9,18.09,323.97,normal,0,0
SNS-LOCC02-002,2025-05-18 21:15:00+00:00,ZONE-C,7.32,1.04,220.66,7.89,16.64,340.52,normal,0,0
SNS-LOCA01-001,2025-05-18 21:30:00+00:00,ZONE-A,6.99,0.91,196.72,7.77,15.14,352.98,normal,0,0
SNS-LOCA02-002,2025-05-18 21:30:00+00:00,ZONE-A,7.2,1.43,208.88,7.71,15.24,369.97,normal,0,0
SNS-LOCB01-001,2025-05-18 21:30:00+00:00,ZONE-B,7.11,1.66,202.96,7.69,16.61,344.52,normal,0,0
SNS-LOCB02-002,2025-05-18 21:30:00+00:00,ZONE-B,6.87,1.92,201.35,7.74,16.05,339.57,normal,0,0
SNS-LOCC01-001,2025-05-18 21:30:00+00:00,ZONE-C,7.26,1.46,240.69,8.06,14.27,348.32,normal,0,0
SNS-LOCC02-002,2025-05-18 21:30:00+00:00,ZONE-C,7.28,2.27,208.28,8.67,16.03,368.62,normal,0,0
SNS-LOCA01-001,2025-05-18 21:45:00+00:00,ZONE-A,7.15,1.65,216.03,7.46,16.91,339.22,normal,0,0
SNS-LOCA02-002,2025-05-18 21:45:00+00:00,ZONE-A,7.28,2.07,236.33,8.44,16.52,352.93,normal,0,0
SNS-LOCB01-001,2025-05-18 21:45:00+00:00,ZONE-B,7.22,1.48,209.47,8.21,15.96,354.64,normal,0,0
SNS-LOCB02-002,2025-05-18 21:45:00+00:00,ZONE-B,6.9,0.92,253.43,7.46,16.22,351.56,normal,0,0
SNS-LOCC01-001,2025-05-18 21:45:00+00:00,ZONE-C,7.06,1.36,239.03,7.55,16.84,349.12,normal,0,0
SNS-LOCC02-002,2025-05-18 21:45:00+00:00,ZONE-C,7.35,1.49,232.33,7.39,16.96,333.66,normal,0,0
SNS-LOCA01-001,2025-05-18 22:00:00+00:00,ZONE-A,7.26,0.98,232.59,8.45,15.96,331.95,normal,0,0
SNS-LOCA02-002,2025-05-18 22:00:00+00:00,ZONE-A,7.04,1.21,217.34,8.03,15.38,349.89,normal,0,0
SNS-LOCB01-001,2025-05-18 22:00:00+00:00,ZONE-B,7.1,1.57,222.29,8.1,16.99,350.79,normal,0,0
SNS-LOCB02-002,2025-05-18 22:00:00+00:00,ZONE-B,7.23,1.01,233.92,7.54,15.91,348.29,normal,0,0
SNS-LOCC01-001,2025-05-18 22:00:00+00:00,ZONE-C,7.16,1.2,212.73,8.05,15.67,348.9,normal,0,0
SNS-LOCC02-002,2025-05-18 22:00:00+00:00,ZONE-C,7.07,1.89,198.34,7.89,15.85,363.35,normal,0,0
SNS-LOCA01-001,2025-05-18 22:15:00+00:00,ZONE-A,7.19,1.46,237.13,7.53,16.57,363.9,normal,0,0
SNS-LOCA02-002,2025-05-18 22:15:00+00:00,ZONE-A,7.25,1.23,205.99,8.2,15.27,348.36,normal,0,0
SNS-LOCB01-001,2025-05-18 22:15:00+00:00,ZONE-B,7.52,1.33,246.65,8.96,13.64,345.93,normal,0,0
SNS-LOCB02-002,2025-05-18 22:15:00+00:00,ZONE-B,7.25,1.97,246.37,8.32,15.48,346.75,normal,0,0
SNS-LOCC01-001,2025-05-18 22:15:00+00:00,ZONE-C,7.32,1.72,246.99,8.52,17.6,347.32,normal,0,0
SNS-LOCC02-002,2025-05-18 22:15:00+00:00,ZONE-C,6.98,1.07,214.43,8.43,18.09,353.09,normal,0,0
SNS-LOCA01-001,2025-05-18 22:30:00+00:00,ZONE-A,7.05,1.02,200.45,7.71,17.2,345.43,normal,0,0
SNS-LOCA02-002,2025-05-18 22:30:00+00:00,ZONE-A,6.93,1.99,214.68,7.74,15.41,349.54,normal,0,0
SNS-LOCB01-001,2025-05-18 22:30:00+00:00,ZONE-B,7.33,1.4,241.43,8.3,15.5,337.83,normal,0,0
SNS-LOCB02-002,2025-05-18 22:30:00+00:00,ZONE-B,7.19,1.71,222.94,8.35,15.29,345.52,normal,0,0
SNS-LOCC01-001,2025-05-18 22:30:00+00:00,ZONE-C,7.48,1.9,197.06,8.07,14.34,344.21,normal,0,0
SNS-LOCC02-002,2025-05-18 22:30:00+00:00,ZONE-C,7.05,1.54,226.21,8.24,16.48,359.95,normal,0,0
SNS-LOCA01-001,2025-05-18 22:45:00+00:00,ZONE-A,7.32,1.29,209.56,7.84,13.93,365.45,normal,0,0
SNS-LOCA02-002,2025-05-18 22:45:00+00:00,ZONE-A,7.19,1.78,186.08,8.03,15.28,338.59,normal,0,0
SNS-LOCB01-001,2025-05-18 22:45:00+00:00,ZONE-B,7.16,2.01,247.74,6.99,18.38,351.38,normal,0,0
SNS-LOCB02-002,2025-05-18 22:45:00+00:00,ZONE-B,7.07,1.76,183.86,7.92,15.2,337.66,normal,0,0
SNS-LOCC01-001,2025-05-18 22:45:00+00:00,ZONE-C,7.21,1.6,203.29,8.04,16.24,363.63,normal,0,0
SNS-LOCC02-002,2025-05-18 22:45:00+00:00,ZONE-C,7.14,1.85,219.21,8.3,14.96,353.89,normal,0,0
SNS-LOCA01-001,2025-05-18 23:00:00+00:00,ZONE-A,7.23,1.33,224.29,8.47,14.09,348.69,normal,0,0
SNS-LOCA02-002,2025-05-18 23:00:00+00:00,ZONE-A,7.28,1.78,203.04,8.17,15.41,360.59,normal,0,0
SNS-LOCB01-001,2025-05-18 23:00:00+00:00,ZONE-B,7.3,1.38,250.2,7.93,15.53,346.51,normal,0,0
SNS-LOCB02-002,2025-05-18 23:00:00+00:00,ZONE-B,7.11,1.62,228.23,7.97,16.08,360.96,normal,0,0
SNS-LOCC01-001,2025-05-18 23:00:00+00:00,ZONE-C,7.27,1.38,214.81,8.08,15.8,357.87,normal,0,0
SNS-LOCC02-002,2025-05-18 23:00:00+00:00,ZONE-C,7.28,1.44,231.21,7.77,15.5,337.42,normal,0,0
SNS-LOCA01-001,2025-05-18 23:15:00+00:00,ZONE-A,7.21,1.06,245.45,8.05,15.68,357.16,normal,0,0
SNS-LOCA02-002,2025-05-18 23:15:00+00:00,ZONE-A,7.15,1.66,219.35,8.34,15.42,357.05,normal,0,0
SNS-LOCB01-001,2025-05-18 23:15:00+00:00,ZONE-B,7.22,2.05,237.27,7.2,15.73,341.72,normal,0,0
SNS-LOCB02-002,2025-05-18 23:15:00+00:00,ZONE-B,7.1,1.38,236.51,8.32,14.31,358.49,normal,0,0
SNS-LOCC01-001,2025-05-18 23:15:00+00:00,ZONE-C,6.95,1.43,236.61,8.61,13.45,338.84,normal,0,0
SNS-LOCC02-002,2025-05-18 23:15:00+00:00,ZONE-C,6.96,1.6,208.05,8.47,16.12,359.01,normal,0,0
SNS-LOCA01-001,2025-05-18 23:30:00+00:00,ZONE-A,6.87,1.95,216.4,7.59,15.01,357.44,normal,0,0
SNS-LOCA02-002,2025-05-18 23:30:00+00:00,ZONE-A,7.27,0.92,258.23,7.45,13.41,360.89,normal,0,0
SNS-LOCB01-001,2025-05-18 23:30:00+00:00,ZONE-B,7.05,1.61,224.19,7.5,15.16,346.29,normal,0,0
SNS-LOCB02-002,2025-05-18 23:30:00+00:00,ZONE-B,7.11,0.99,238.36,8.13,15.38,362.97,normal,0,0
SNS-LOCC01-001,2025-05-18 23:30:00+00:00,ZONE-C,7.08,1.59,201.15,7.56,15.64,349.59,normal,0,0
SNS-LOCC02-002,2025-05-18 23:30:00+00:00,ZONE-C,7.14,1.79,214.32,8.36,13.64,364.05,normal,0,0
SNS-LOCA01-001,2025-05-18 23:45:00+00:00,ZONE-A,6.95,0.3,226.97,8.05,12.93,350.48,normal,0,0
SNS-LOCA02-002,2025-05-18 23:45:00+00:00,ZONE-A,7.21,2.41,246.05,7.2,13.96,340.29,normal,0,0
SNS-LOCB01-001,2025-05-18 23:45:00+00:00,ZONE-B,7.21,1.71,217.31,8.82,14.92,351.89,normal,0,0
SNS-LOCB02-002,2025-05-18 23:45:00+00:00,ZONE-B,7.2,1.21,226.25,7.83,13.14,340.57,normal,0,0
SNS-LOCC01-001,2025-05-18 23:45:00+00:00,ZONE-C,7.47,1.41,223.68,7.81,14.38,341.55,normal,0,0
SNS-LOCC02-002,2025-05-18 23:45:00+00:00,ZONE-C,6.9,1.24,221.64,7.88,13.97,347.51,normal,0,0
SNS-LOCA01-001,2025-05-19 00:00:00+00:00,ZONE-A,7.29,1.56,245.3,8.21,10.96,353.47,normal,0,0
SNS-LOCA02-002,2025-05-19 00:00:00+00:00,ZONE-A,7.16,0.94,224.43,8.13,12.44,354.05,normal,0,0
SNS-LOCB01-001,2025-05-19 00:00:00+00:00,ZONE-B,7.2,2.0,238.01,8.2,12.38,356.17,normal,0,0
SNS-LOCB02-002,2025-05-19 00:00:00+00:00,ZONE-B,7.34,1.32,224.06,8.17,13.6,355.52,normal,0,0
SNS-LOCC01-001,2025-05-19 00:00:00+00:00,ZONE-C,7.37,1.71,214.6,8.65,13.84,352.64,normal,0,0
SNS-LOCC02-002,2025-05-19 00:00:00+00:00,ZONE-C,7.31,1.25,215.64,7.59,11.68,339.23,normal,0,0
SNS-LOCA01-001,2025-05-19 00:15:00+00:00,ZONE-A,7.42,1.36,243.43,7.91,12.45,357.25,normal,0,0
SNS-LOCA02-002,2025-05-19 00:15:00+00:00,ZONE-A,7.63,2.17,207.27,8.73,14.61,342.11,normal,0,0
SNS-LOCB01-001,2025-05-19 00:15:00+00:00,ZONE-B,7.08,1.54,221.19,7.86,12.59,357.18,normal,0,0
SNS-LOCB02-002,2025-05-19 00:15:00+00:00,ZONE-B,7.21,1.94,243.39,7.76,12.55,350.13,normal,0,0
SNS-LOCC01-001,2025-05-19 00:15:00+00:00,ZONE-C,7.39,1.59,202.08,8.74,14.29,353.93,normal,0,0
SNS-LOCC02-002,2025-05-19 00:15:00+00:00,ZONE-C,7.24,1.85,209.02,8.05,13.46,365.35,normal,0,0
SNS-LOCA01-001,2025-05-19 00:30:00+00:00,ZONE-A,7.27,1.68,214.35,8.3,12.53,345.85,normal,0,0
SNS-LOCA02-002,2025-05-19 00:30:00+00:00,ZONE-A,7.3,1.4,234.34,8.12,14.16,350.33,normal,0,0
SNS-LOCB01-001,2025-05-19 00:30:00+00:00,ZONE-B,7.13,1.61,226.91,7.47,13.71,351.2,normal,0,0
SNS-LOCB02-002,2025-05-19 00:30:00+00:00,ZONE-B,7.21,1.9,222.08,7.89,14.6,358.18,normal,0,0
SNS-LOCC01-001,2025-05-19 00:30:00+00:00,ZONE-C,7.1,1.17,200.57,8.17,12.83,357.83,normal,0,0
SNS-LOCC02-002,2025-05-19 00:30:00+00:00,ZONE-C,7.16,1.55,207.1,8.58,12.86,339.43,normal,0,0
SNS-LOCA01-001,2025-05-19 00:45:00+00:00,ZONE-A,7.12,2.6,231.75,7.96,12.9,347.1,normal,0,0
SNS-LOCA02-002,2025-05-19 00:45:00+00:00,ZONE-A,7.16,1.36,212.87,7.83,11.67,346.0,normal,0,0
SNS-LOCB01-001,2025-05-19 00:45:00+00:00,ZONE-B,7.12,1.41,215.42,7.82,11.94,366.0,normal,0,0
SNS-LOCB02-002,2025-05-19 00:45:00+00:00,ZONE-B,7.08,1.61,223.71,7.45,12.93,357.34,normal,0,0
SNS-LOCC01-001,2025-05-19 00:45:00+00:00,ZONE-C,7.0,0.92,183.27,7.87,13.99,351.87,normal,0,0
SNS-LOCC02-002,2025-05-19 00:45:00+00:00,ZONE-C,7.21,1.79,241.52,8.05,12.74,342.42,normal,0,0
SNS-LOCA01-001,2025-05-19 01:00:00+00:00,ZONE-A,7.53,1.37,212.95,7.92,14.93,343.07,normal,0,0
SNS-LOCA02-002,2025-05-19 01:00:00+00:00,ZONE-A,7.2,1.77,208.18,8.64,12.24,348.65,normal,0,0
SNS-LOCB01-001,2025-05-19 01:00:00+00:00,ZONE-B,7.22,1.75,220.71,7.69,12.94,357.71,normal,0,0
SNS-LOCB02-002,2025-05-19 01:00:00+00:00,ZONE-B,7.05,1.47,209.68,7.84,14.61,342.46,normal,0,0
SNS-LOCC01-001,2025-05-19 01:00:00+00:00,ZONE-C,7.35,1.1,213.78,8.11,14.47,348.37,normal,0,0
SNS-LOCC02-002,2025-05-19 01:00:00+00:00,ZONE-C,7.09,1.84,218.33,7.94,11.1,351.25,normal,0,0
SNS-LOCA01-001,2025-05-19 01:15:00+00:00,ZONE-A,7.2,1.68,202.27,7.32,13.36,349.73,normal,0,0
SNS-LOCA02-002,2025-05-19 01:15:00+00:00,ZONE-A,7.44,1.57,179.48,7.7,13.83,356.61,normal,0,0
SNS-LOCB01-001,2025-05-19 01:15:00+00:00,ZONE-B,7.23,1.54,213.87,7.54,13.41,353.91,normal,0,0
SNS-LOCB02-002,2025-05-19 01:15:00+00:00,ZONE-B,7.37,1.22,218.28,7.86,9.91,353.71,normal,0,0
SNS-LOCC01-001,2025-05-19 01:15:00+00:00,ZONE-C,7.0,1.54,221.56,7.91,13.15,348.5,normal,0,0
SNS-LOCC02-002,2025-05-19 01:15:00+00:00,ZONE-C,7.19,1.43,232.36,7.49,13.06,338.87,normal,0,0
SNS-LOCA01-001,2025-05-19 01:30:00+00:00,ZONE-A,7.42,1.17,196.44,8.34,11.74,353.94,normal,0,0
SNS-LOCA02-002,2025-05-19 01:30:00+00:00,ZONE-A,7.14,1.12,235.0,8.07,12.71,352.64,normal,0,0
SNS-LOCB01-001,2025-05-19 01:30:00+00:00,ZONE-B,7.13,1.58,203.13,8.28,15.06,356.08,normal,0,0
SNS-LOCB02-002,2025-05-19 01:30:00+00:00,ZONE-B,7.44,1.79,231.68,7.65,12.73,346.39,normal,0,0
SNS-LOCC01-001,2025-05-19 01:30:00+00:00,ZONE-C,7.42,1.11,224.8,7.71,14.86,342.8,normal,0,0
SNS-LOCC02-002,2025-05-19 01:30:00+00:00,ZONE-C,7.39,1.22,205.22,8.0,12.22,350.61,normal,0,0
SNS-LOCA01-001,2025-05-19 01:45:00+00:00,ZONE-A,7.31,1.79,199.81,7.91,14.33,344.12,normal,0,0
SNS-LOCA02-002,2025-05-19 01:45:00+00:00,ZONE-A,7.13,1.26,196.65,8.61,12.2,331.25,normal,0,0
SNS-LOCB01-001,2025-05-19 01:45:00+00:00,ZONE-B,7.3,0.9,199.35,7.25,11.42,354.51,normal,0,0
SNS-LOCB02-002,2025-05-19 01:45:00+00:00,ZONE-B,7.07,1.22,219.26,8.19,13.78,353.2,normal,0,0
SNS-LOCC01-001,2025-05-19 01:45:00+00:00,ZONE-C,7.6,1.78,185.16,7.87,12.87,349.94,normal,0,0
SNS-LOCC02-002,2025-05-19 01:45:00+00:00,ZONE-C,7.58,1.49,203.94,7.53,14.0,359.83,normal,0,0
SNS-LOCA01-001,2025-05-19 02:00:00+00:00,ZONE-A,7.21,1.23,226.86,6.79,13.1,355.82,normal,0,0
SNS-LOCA02-002,2025-05-19 02:00:00+00:00,ZONE-A,7.38,1.58,218.32,7.77,12.17,364.46,normal,0,0
SNS-LOCB01-001,2025-05-19 02:00:00+00:00,ZONE-B,7.46,2.22,210.14,7.57,13.04,353.58,normal,0,0
SNS-LOCB02-002,2025-05-19 02:00:00+00:00,ZONE-B,7.29,1.37,232.36,7.9,13.66,355.24,normal,0,0
SNS-LOCC01-001,2025-05-19 02:00:00+00:00,ZONE-C,7.47,1.89,209.68,8.68,12.34,345.67,normal,0,0
SNS-LOCC02-002,2025-05-19 02:00:00+00:00,ZONE-C,7.16,0.76,219.0,8.56,12.38,342.59,normal,0,0
SNS-LOCA01-001,2025-05-19 02:15:00+00:00,ZONE-A,7.02,1.4,214.06,7.76,13.89,337.8,normal,0,0
SNS-LOCA02-002,2025-05-19 02:15:00+00:00,ZONE-A,7.27,1.85,247.34,8.17,11.57,341.96,normal,0,0
SNS-LOCB01-001,2025-05-19 02:15:00+00:00,ZONE-B,7.11,2.13,228.99,8.42,12.58,359.44,normal,0,0
SNS-LOCB02-002,2025-05-19 02:15:00+00:00,ZONE-B,7.46,1.17,210.12,7.56,11.85,347.25,normal,0,0
SNS-LOCC01-001,2025-05-19 02:15:00+00:00,ZONE-C,7.3,1.35,234.27,8.2,13.07,348.57,normal,0,0
SNS-LOCC02-002,2025-05-19 02:15:00+00:00,ZONE-C,7.38,1.39,209.53,8.17,13.37,350.27,normal,0,0
SNS-LOCA01-001,2025-05-19 02:30:00+00:00,ZONE-A,7.29,1.51,223.46,7.84,12.43,346.52,normal,0,0
SNS-LOCA02-002,2025-05-19 02:30:00+00:00,ZONE-A,7.32,1.22,232.7,7.43,13.0,348.76,normal,0,0
SNS-LOCB01-001,2025-05-19 02:30:00+00:00,ZONE-B,6.95,1.18,226.96,8.07,14.19,358.45,normal,0,0
SNS-LOCB02-002,2025-05-19 02:30:00+00:00,ZONE-B,7.46,1.59,216.16,7.97,14.18,345.96,normal,0,0
SNS-LOCC01-001,2025-05-19 02:30:00+00:00,ZONE-C,7.29,1.93,226.66,7.59,12.54,358.56,normal,0,0
SNS-LOCC02-002,2025-05-19 02:30:00+00:00,ZONE-C,7.17,1.07,230.41,8.38,14.32,340.25,normal,0,0
SNS-LOCA01-001,2025-05-19 02:45:00+00:00,ZONE-A,7.36,1.55,237.22,7.66,13.13,342.78,normal,0,0
SNS-LOCA02-002,2025-05-19 02:45:00+00:00,ZONE-A,7.28,1.31,253.96,7.86,14.32,351.41,normal,0,0
SNS-LOCB01-001,2025-05-19 02:45:00+00:00,ZONE-B,7.13,1.07,205.94,8.23,14.1,341.76,normal,0,0
SNS-LOCB02-002,2025-05-19 02:45:00+00:00,ZONE-B,7.22,2.05,207.7,7.85,14.91,341.61,normal,0,0
SNS-LOCC01-001,2025-05-19 02:45:00+00:00,ZONE-C,7.13,0.97,194.36,8.33,12.3,347.35,normal,0,0
SNS-LOCC02-002,2025-05-19 02:45:00+00:00,ZONE-C,7.29,1.71,217.96,7.76,14.61,343.02,normal,0,0
SNS-LOCA01-001,2025-05-19 03:00:00+00:00,ZONE-A,7.03,1.26,221.88,8.93,15.08,341.72,normal,0,0
SNS-LOCA02-002,2025-05-19 03:00:00+00:00,ZONE-A,7.19,1.72,229.76,7.82,14.28,340.31,normal,0,0
SNS-LOCB01-001,2025-05-19 03:00:00+00:00,ZONE-B,6.99,1.61,207.09,8.23,14.85,356.99,normal,0,0
SNS-LOCB02-002,2025-05-19 03:00:00+00:00,ZONE-B,6.96,1.65,222.53,8.04,13.52,348.75,normal,0,0
SNS-LOCC01-001,2025-05-19 03:00:00+00:00,ZONE-C,7.29,1.12,188.86,8.31,12.97,352.73,normal,0,0
SNS-LOCC02-002,2025-05-19 03:00:00+00:00,ZONE-C,7.07,0.87,235.93,7.65,14.86,349.33,normal,0,0
SNS-LOCA01-001,2025-05-19 03:15:00+00:00,ZONE-A,7.22,1.6,217.9,8.58,12.07,345.8,normal,0,0
SNS-LOCA02-002,2025-05-19 03:15:00+00:00,ZONE-A,7.33,1.67,197.41,8.01,15.8,335.32,normal,0,0
SNS-LOCB01-001,2025-05-19 03:15:00+00:00,ZONE-B,7.4,1.28,222.14,8.45,14.23,345.32,normal,0,0
SNS-LOCB02-002,2025-05-19 03:15:00+00:00,ZONE-B,7.34,0.89,255.27,8.17,13.07,360.21,normal,0,0
SNS-LOCC01-001,2025-05-19 03:15:00+00:00,ZONE-C,7.39,1.97,218.1,7.85,14.29,349.15,normal,0,0
SNS-LOCC02-002,2025-05-19 03:15:00+00:00,ZONE-C,7.03,1.18,233.6,8.71,10.86,346.12,normal,0,0
SNS-LOCA01-001,2025-05-19 03:30:00+00:00,ZONE-A,7.27,1.05,226.39,7.95,14.0,346.69,normal,0,0
SNS-LOCA02-002,2025-05-19 03:30:00+00:00,ZONE-A,7.25,1.83,203.61,7.95,14.54,347.5,normal,0,0
SNS-LOCB01-001,2025-05-19 03:30:00+00:00,ZONE-B,7.25,1.39,241.33,8.22,13.77,334.96,normal,0,0
SNS-LOCB02-002,2025-05-19 03:30:00+00:00,ZONE-B,7.04,1.27,203.97,7.66,14.92,347.21,normal,0,0
SNS-LOCC01-001,2025-05-19 03:30:00+00:00,ZONE-C,7.13,1.21,214.48,8.29,12.19,361.63,normal,0,0
SNS-LOCC02-002,2025-05-19 03:30:00+00:00,ZONE-C,7.09,1.23,234.73,7.25,14.15,347.55,normal,0,0
SNS-LOCA01-001,2025-05-19 03:45:00+00:00,ZONE-A,7.26,1.9,207.0,8.28,16.52,334.3,normal,0,0
SNS-LOCA02-002,2025-05-19 03:45:00+00:00,ZONE-A,7.01,2.27,227.06,7.55,13.53,360.76,normal,0,0
SNS-LOCB01-001,2025-05-19 03:45:00+00:00,ZONE-B,7.31,0.95,244.63,7.74,12.05,350.51,normal,0,0
SNS-LOCB02-002,2025-05-19 03:45:00+00:00,ZONE-B,7.24,2.18,204.79,7.93,13.84,364.76,normal,0,0
SNS-LOCC01-001,2025-05-19 03:45:00+00:00,ZONE-C,7.16,1.8,222.2,7.63,13.69,355.59,normal,0,0
SNS-LOCC02-002,2025-05-19 03:45:00+00:00,ZONE-C,7.21,1.64,227.8,8.06,13.37,354.52,normal,0,0
SNS-LOCA01-001,2025-05-19 04:00:00+00:00,ZONE-A,6.98,1.27,207.02,8.88,13.35,351.39,normal,0,0
SNS-LOCA02-002,2025-05-19 04:00:00+00:00,ZONE-A,7.36,1.71,229.07,7.94,14.17,353.04,normal,0,0
SNS-LOCB01-001,2025-05-19 04:00:00+00:00,ZONE-B,7.33,1.73,226.01,8.52,13.71,350.17,normal,0,0
SNS-LOCB02-002,2025-05-19 04:00:00+00:00,ZONE-B,7.18,1.52,208.06,7.45,13.75,359.98,normal,0,0
SNS-LOCC01-001,2025-05-19 04:00:00+00:00,ZONE-C,7.27,1.12,227.9,7.75,13.97,347.7,normal,0,0
SNS-LOCC02-002,2025-05-19 04:00:00+00:00,ZONE-C,7.25,1.14,207.35,8.61,15.12,346.27,normal,0,0
SNS-LOCA01-001,2025-05-19 04:15:00+00:00,ZONE-A,7.31,0.76,222.17,8.08,15.27,345.89,normal,0,0
SNS-LOCA02-002,2025-05-19 04:15:00+00:00,ZONE-A,7.44,1.4,239.77,7.64,16.41,362.48,normal,0,0
SNS-LOCB01-001,2025-05-19 04:15:00+00:00,ZONE-B,7.2,1.17,214.7,7.88,14.79,343.07,normal,0,0
SNS-LOCB02-002,2025-05-19 04:15:00+00:00,ZONE-B,7.25,1.53,231.81,7.49,14.28,348.27,normal,0,0
SNS-LOCC01-001,2025-05-19 04:15:00+00:00,ZONE-C,7.08,0.99,215.47,7.92,14.5,349.04,normal,0,0
SNS-LOCC02-002,2025-05-19 04:15:00+00:00,ZONE-C,7.04,1.66,216.99,7.45,16.09,344.31,normal,0,0
SNS-LOCA01-001,2025-05-19 04:30:00+00:00,ZONE-A,7.29,1.38,215.91,8.37,15.14,350.51,normal,0,0
SNS-LOCA02-002,2025-05-19 04:30:00+00:00,ZONE-A,7.13,0.68,228.61,7.63,14.72,345.44,normal,0,0
SNS-LOCB01-001,2025-05-19 04:30:00+00:00,ZONE-B,7.18,1.64,220.34,7.47,13.37,340.99,normal,0,0
SNS-LOCB02-002,2025-05-19 04:30:00+00:00,ZONE-B,7.16,0.93,221.83,7.56,16.9,365.63,normal,0,0
SNS-LOCC01-001,2025-05-19 04:30:00+00:00,ZONE-C,7.15,2.38,210.43,8.1,17.56,350.21,normal,0,0
SNS-LOCC02-002,2025-05-19 04:30:00+00:00,ZONE-C,7.41,2.25,218.37,7.54,14.59,348.95,normal,0,0
SNS-LOCA01-001,2025-05-19 04:45:00+00:00,ZONE-A,7.01,1.19,233.37,8.41,17.42,352.52,normal,0,0
SNS-LOCA02-002,2025-05-19 04:45:00+00:00,ZONE-A,7.05,1.77,219.46,8.78,14.87,359.55,normal,0,0
SNS-LOCB01-001,2025-05-19 04:45:00+00:00,ZONE-B,7.32,1.39,201.57,7.21,16.5,370.92,normal,0,0
SNS-LOCB02-002,2025-05-19 04:45:00+00:00,ZONE-B,6.96,1.45,222.25,8.16,16.05,344.45,normal,0,0
SNS-LOCC01-001,2025-05-19 04:45:00+00:00,ZONE-C,7.19,1.25,204.35,7.83,14.33,362.86,normal,0,0
SNS-LOCC02-002,2025-05-19 04:45:00+00:00,ZONE-C,7.31,1.33,221.63,8.27,15.75,347.91,normal,0,0
SNS-LOCA01-001,2025-05-19 05:00:00+00:00,ZONE-A,7.19,0.57,233.82,8.2,16.48,365.1,normal,0,0
SNS-LOCA02-002,2025-05-19 05:00:00+00:00,ZONE-A,7.44,1.41,217.16,7.93,15.14,358.2,normal,0,0
SNS-LOCB01-001,2025-05-19 05:00:00+00:00,ZONE-B,7.44,0.66,194.34,8.59,14.51,352.39,normal,0,0
SNS-LOCB02-002,2025-05-19 05:00:00+00:00,ZONE-B,7.08,1.56,225.79,7.09,16.4,337.89,normal,0,0
SNS-LOCC01-001,2025-05-19 05:00:00+00:00,ZONE-C,7.33,1.79,207.54,7.68,15.76,340.92,normal,0,0
SNS-LOCC02-002,2025-05-19 05:00:00+00:00,ZONE-C,7.17,1.45,225.76,7.51,14.68,361.26,normal,0,0
SNS-LOCA01-001,2025-05-19 05:15:00+00:00,ZONE-A,7.29,1.87,231.12,8.23,16.93,344.9,normal,0,0
SNS-LOCA02-002,2025-05-19 05:15:00+00:00,ZONE-A,7.15,1.07,218.91,7.73,15.73,346.68,normal,0,0
SNS-LOCB01-001,2025-05-19 05:15:00+00:00,ZONE-B,7.31,1.5,225.0,8.03,16.58,344.15,normal,0,0
SNS-LOCB02-002,2025-05-19 05:15:00+00:00,ZONE-B,7.2,1.74,227.09,8.35,13.49,332.35,normal,0,0
SNS-LOCC01-001,2025-05-19 05:15:00+00:00,ZONE-C,7.05,1.01,245.18,7.73,14.02,353.02,normal,0,0
SNS-LOCC02-002,2025-05-19 05:15:00+00:00,ZONE-C,7.38,0.97,222.53,7.73,11.91,353.85,normal,0,0
SNS-LOCA01-001,2025-05-19 05:30:00+00:00,ZONE-A,7.0,1.96,223.6,7.38,15.34,351.02,normal,0,0
SNS-LOCA02-002,2025-05-19 05:30:00+00:00,ZONE-A,6.85,1.87,183.63,8.44,15.49,351.13,normal,0,0
SNS-LOCB01-001,2025-05-19 05:30:00+00:00,ZONE-B,7.27,1.85,229.88,8.18,14.47,354.07,normal,0,0
SNS-LOCB02-002,2025-05-19 05:30:00+00:00,ZONE-B,7.01,1.84,216.2,7.94,13.15,356.26,normal,0,0
SNS-LOCC01-001,2025-05-19 05:30:00+00:00,ZONE-C,7.53,1.44,228.18,8.0,17.77,355.72,normal,0,0
